brand_name,generic_name,manufacturer,total_spending_2023,total_units_2023,total_claims_2023,total_beneficiaries_2023,avg_price_per_unit_2023,country,source
Asmanex,Mometasone Furoate,Overall,14614629.39,61974.882,38033,11082.0,237.789534,US,Medicare Part D
Asmanex HFA,Mometasone Furoate,Overall,7543026.95,461431.0,26387,9299.0,16.287058109,US,Medicare Part D
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,Overall,31146708.78,12076550.999,108375,22634.0,2.5805268184,US,Medicare Part D
Aspruzyo Sprinkle,Ranolazine,Overall,138947.36,23536.0,527,181.0,5.8147761405,US,Medicare Part D
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Safe,1ml",Overall,527.29,2100.0,20,13.0,0.2509621849,US,Medicare Part D
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Sf 0.5ml",Overall,829.36,3360.0,24,17.0,0.2487227642,US,Medicare Part D
Assure Id Pen Needle,"Pen Needle, Diabetic, Safety",Overall,16940.9,30216.0,278,121.0,0.5605245245,US,Medicare Part D
Astagraf XL,Tacrolimus,Overall,448010.75,64477.0,591,109.0,9.2330873966,US,Medicare Part D
Atacand,Candesartan Cilexetil,Overall,2033228.05,228811.0,3240,700.0,9.0053953047,US,Medicare Part D
Atacand HCT,Candesartan/Hydrochlorothiazid,Overall,609184.83,63803.0,1002,218.0,9.5510139315,US,Medicare Part D
Atazanavir Sulfate,Atazanavir Sulfate,Overall,7454996.38,659693.0,13153,1861.0,12.408868027,US,Medicare Part D
Atelvia,Risedronate Sodium,Overall,223816.4,3286.0,476,117.0,68.11211199,US,Medicare Part D
Atenolol,Atenolol,Overall,70694565.62,586690757.77,6713649,1630835.0,0.1205711969,US,Medicare Part D
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,Overall,15582536.32,27760347.317,368253,95405.0,0.5623882128,US,Medicare Part D
Ativan*,Lorazepam,Overall,24289924.9,525270.0,6575,1309.0,43.64945512,US,Medicare Part D
Atomoxetine HCl,Atomoxetine HCl,Overall,43111277.32,12242693.0,282824,56491.0,3.538668818,US,Medicare Part D
Atorvaliq,Atorvastatin Calcium,Overall,160604.51,124287.5,416,226.0,1.2922016293,US,Medicare Part D
Atorvastatin Calcium,Atorvastatin Calcium,Overall,1000689622.2,4956622003.0,68493698,16778185.0,0.2058465136,US,Medicare Part D
Atovaquone,Atovaquone,Overall,53394312.01,19939666.819,71734,21829.0,2.6752016242,US,Medicare Part D
Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,Overall,6829072.1,1892680.0,66419,61477.0,3.6113036518,US,Medicare Part D
Atralin,Tretinoin,Overall,6555.29,495.0,11,,13.243010101,US,Medicare Part D
Atripla,Efavirenz/Emtricit/Tenofovr Df,Overall,85379.0,875.0,22,12.0,97.576,US,Medicare Part D
Atropine Sulfate,Atropine Sulfate/PF,Overall,16879.8,3854.0,358,239.0,4.3798131811,US,Medicare Part D
Atropine Sulfate*,Atropine Sulfate,Overall,9184134.44,1014245.085,186938,109532.0,9.0674563055,US,Medicare Part D
Atrovent HFA,Ipratropium Bromide,Overall,131864275.2,3529490.9,221950,68099.0,37.360706951,US,Medicare Part D
Aubagio,Teriflunomide,Overall,353934132.63,1103240.0,33443,6565.0,320.81300234,US,Medicare Part D
Aubra Eq,Levonorgestrel/Ethin.Estradiol,Overall,4053.05,6748.0,172,44.0,0.6006298162,US,Medicare Part D
Augmentin,Amoxicillin/Potassium Clav,Overall,142771.49,22700.0,90,62.0,6.2894929515,US,Medicare Part D
Aurovela,Norethindrone Ac-Eth Estradiol,Overall,6806.41,8365.0,146,79.0,0.8136772265,US,Medicare Part D
Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,Overall,3642.16,4704.0,81,50.0,0.7742687075,US,Medicare Part D
Aurovela Fe,Norethindrone-E.Estradiol-Iron,Overall,11407.42,24192.0,404,266.0,0.4715658617,US,Medicare Part D
Auryxia,Ferric Citrate,Overall,182627698.71,23147193.0,97495,21122.0,7.8898421381,US,Medicare Part D
Austedo,Deutetrabenazine,Overall,1123439045.1,10635366.5,166182,18283.0,103.61208423,US,Medicare Part D
Austedo XR,Deutetrabenazine,Overall,90977519.38,463178.0,13840,3085.0,192.82072825,US,Medicare Part D
Austedo XR Titration Kt(Wk1-4),Deutetrabenazine,Overall,1929291.94,11611.0,277,269.0,166.1607045,US,Medicare Part D
Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",Overall,26064302.73,28274579.68,276597,65587.0,0.9218281235,US,Medicare Part D
Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",Overall,2668.14,5532.0,52,27.0,0.4813560801,US,Medicare Part D
Auvelity,Dextromethorphan HBr/Bupropion,Overall,34396888.12,1831476.0,33143,9268.0,18.7809658,US,Medicare Part D
Auvi-Q,Epinephrine,Overall,719314.72,2282.0,958,782.0,315.26130485,US,Medicare Part D
Avalide,Irbesartan/Hydrochlorothiazide,Overall,1080180.37,113199.0,1569,361.0,9.5914621083,US,Medicare Part D
Avapro,Irbesartan,Overall,3264701.38,386143.0,5380,1228.0,8.5519493363,US,Medicare Part D
Avastin,Bevacizumab,Overall,11937711.54,56421.0,2024,341.0,211.58277131,US,Medicare Part D
Aveed,Testosterone Undecanoate,Overall,1322289.83,2274.0,757,223.0,581.48189534,US,Medicare Part D
Aviane,Levonorgestrel/Ethin.Estradiol,Overall,128477.9,248182.0,4761,1072.0,0.5176761409,US,Medicare Part D
Avodart,Dutasteride,Overall,4176992.42,257700.0,4199,946.0,15.946200956,US,Medicare Part D
Avonex,Interferon Beta-1a,Overall,139326334.52,16967.25,15575,1786.0,8211.4859226,US,Medicare Part D
Avonex Pen,Interferon Beta-1a,Overall,178045109.09,21623.25,19625,2255.0,8233.9146618,US,Medicare Part D
Avsola,Infliximab-Axxq,Overall,2964938.33,5690.0,1014,256.0,521.07879262,US,Medicare Part D
Avycaz,Ceftazidime/Avibactam,Overall,15574943.09,295546.772,3417,887.0,52.698742012,US,Medicare Part D
Aygestin,Norethindrone Acetate,Overall,7033.17,1078.0,18,,6.5242764378,US,Medicare Part D
Ayvakit,Avapritinib,Overall,55171737.04,44228.0,1398,267.0,1247.6378715,US,Medicare Part D
Azacitidine,Azacitidine,Overall,3897399.38,17325.0,1826,330.0,228.53908099,US,Medicare Part D
Azactam,Aztreonam,Overall,207451.74,23208.0,395,176.0,9.6095981144,US,Medicare Part D
Azasan,Azathioprine,Overall,104756.99,8060.0,117,44.0,13.077642808,US,Medicare Part D
Azasite,Azithromycin,Overall,1364043.86,13976.5,4385,2780.0,97.56156899,US,Medicare Part D
Azathioprine,Azathioprine,Overall,27502293.21,46365228.754,390378,90745.0,0.6498834593,US,Medicare Part D
Azelaic Acid,Azelaic Acid,Overall,9790844.61,3646722.0,66353,37203.0,2.688363651,US,Medicare Part D
Azelastine HCl*,Azelastine HCl,Overall,103095649.24,96229133.0,2785552,1194948.0,1.6516749595,US,Medicare Part D
Azelastine-Fluticasone,Azelastine/Fluticasone,Overall,20125539.4,3432719.701,110866,43680.0,5.8469950616,US,Medicare Part D
Azelex,Azelaic Acid,Overall,1511623.49,91740.0,2130,1144.0,16.477256268,US,Medicare Part D
Azesco,Prenatal 147/Iron/Folic Acid,Overall,1250572.93,22475.0,314,170.0,55.642844494,US,Medicare Part D
Azilect,Rasagiline Mesylate,Overall,1922416.13,54288.0,1061,201.0,35.410249503,US,Medicare Part D
Azithromycin*,Azithromycin,Overall,59585356.53,62039177.252,8259537,5970026.0,0.9815245582,US,Medicare Part D
Azopt,Brinzolamide,Overall,21806626.69,586152.999,45061,12393.0,37.202960195,US,Medicare Part D
Azor,Amlodipine Bes/Olmesartan Med,Overall,3345694.23,249575.0,4249,854.0,13.430731468,US,Medicare Part D
Azstarys,Serdexmethylphen/Dexmethylphen,Overall,1362148.88,97156.0,3223,958.0,14.020349701,US,Medicare Part D
Aztreonam,Aztreonam,Overall,2981670.86,430255.55,4082,1454.0,8.2362533413,US,Medicare Part D
Azulfidine,Sulfasalazine,Overall,272280.71,152048.0,601,204.0,1.7949824248,US,Medicare Part D
Azurette,Desog-E.Estradiol/E.Estradiol,Overall,24536.05,29014.0,544,125.0,0.8456624388,US,Medicare Part D
B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,Overall,4070.52,138663.0,1173,347.0,0.0293554878,US,Medicare Part D
BCG (Tice Strain),BCG Live,Overall,721869.81,4385.0,1166,709.0,164.62253364,US,Medicare Part D
Bacitracin*,Bacitracin,Overall,1917494.34,68817.5,18535,14794.0,27.863469902,US,Medicare Part D
Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,Overall,594734.97,143204.5,38316,28443.0,4.1530466571,US,Medicare Part D
Baclofen*,Baclofen,Overall,115369870.61,465422248.12,4969653,1303677.0,0.2551435578,US,Medicare Part D
Bactrim,Sulfamethoxazole/Trimethoprim,Overall,1593.15,1188.0,28,15.0,1.3410353535,US,Medicare Part D
Bactrim Ds,Sulfamethoxazole/Trimethoprim,Overall,18547.78,7083.0,209,150.0,2.6186333475,US,Medicare Part D
Bafiertam,Monomethyl Fumarate,Overall,4951676.03,89432.0,588,126.0,55.368056512,US,Medicare Part D
Balcoltra,Levonorgest/Eth.Estradiol/Iron,Overall,38802.22,4032.0,90,28.0,9.6235664683,US,Medicare Part D
Balsalazide Disodium,Balsalazide Disodium,Overall,23529054.66,39415591.997,108685,24237.0,0.5968473172,US,Medicare Part D
Balversa,Erdafitinib,Overall,17690616.55,40292.0,852,275.0,445.75363227,US,Medicare Part D
Balziva,Norethindrone-Ethin. Estradiol,Overall,52439.04,64234.0,1115,242.0,0.8163751284,US,Medicare Part D
Band-Aid Gauze Pads,Gauze Bandage,Overall,3330.03,25259.0,570,422.0,0.1318353854,US,Medicare Part D
Banzel,Rufinamide,Overall,21938164.42,1437824.5,4446,542.0,22.650303157,US,Medicare Part D
Baqsimi,Glucagon,Overall,25476036.79,86194.0,48621,32681.0,295.56624347,US,Medicare Part D
Baraclude,Entecavir,Overall,2808857.51,138081.0,1511,250.0,37.092721293,US,Medicare Part D
Basaglar Kwikpen U-100,"Insulin Glargine,Hum.Rec.Anlog",Overall,647548318.52,27938494.012,1538057,352073.0,23.177638646,US,Medicare Part D
Basaglar Tempo Pen U-100,"Insulin Glargine,Hum.Rec.Anlog",Overall,242528.99,10668.0,640,458.0,22.734251031,US,Medicare Part D
Bavencio,Avelumab,Overall,2230420.99,11880.0,183,31.0,187.74587458,US,Medicare Part D
Baxdela*,Delafloxacin Meglumine,Overall,1142193.52,13559.0,510,343.0,84.238772771,US,Medicare Part D
Bd Insulin Syringe,"Syringe And Needle,Insulin,1ml",Overall,1651.83,7578.0,77,29.0,0.2179770388,US,Medicare Part D
Bd Insulin Syringe Ult-Fine II,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,13942.72,49150.0,484,251.0,0.2836769074,US,Medicare Part D
Bd Insulin Syringe Ult-Fine II,"Syringe And Needle,Insulin,1ml",Overall,2091.74,3180.0,41,15.0,0.6577798742,US,Medicare Part D
Bd Insulin Syringe Ult-Fine II,"Syringe-Needle,Insulin,0.5 Ml",Overall,34886.79,124252.0,1158,639.0,0.2807744745,US,Medicare Part D
Bd Insulin Syringe Ultra-Fine,"Syring-Needl,Disp,Insul,0.3 Ml",Overall,2258.37,8030.0,75,40.0,0.281241594,US,Medicare Part D
Bd Insulin Syringe Ultra-Fine,"Syringe-Needle,Insulin,0.5 Ml",Overall,6683.73,23540.0,200,94.0,0.2839307562,US,Medicare Part D
Beconase Aq,Beclomethasone Dipropionate,Overall,1279491.26,105550.0,3065,1013.0,12.122134154,US,Medicare Part D
Belbuca,Buprenorphine HCl,Overall,149974660.8,11364961.0,198384,34521.0,13.099491219,US,Medicare Part D
Belsomra,Suvorexant,Overall,161202977.63,10758271.5,329090,86387.0,14.984552916,US,Medicare Part D
Benazepril HCl,Benazepril HCl,Overall,37037536.15,188748910.13,2210119,540761.0,0.1962960901,US,Medicare Part D
Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Overall,13847333.06,22773917.5,267646,68689.0,0.6104814951,US,Medicare Part D
Bendamustine HCl,Bendamustine HCl,Overall,1025582.01,1384.0,142,46.0,866.05109592,US,Medicare Part D
Bendeka,Bendamustine HCl,Overall,3353063.44,5188.0,339,100.0,646.31138011,US,Medicare Part D
Benicar,Olmesartan Medoxomil,Overall,15710811.53,1456816.0,22259,4500.0,10.953125836,US,Medicare Part D
Benicar HCT,Olmesartan/Hydrochlorothiazide,Overall,7320184.29,623909.0,10853,2136.0,11.78024672,US,Medicare Part D
Benlysta*,Belimumab,Overall,187011628.41,156258.55,38613,4938.0,1241.8170551,US,Medicare Part D
Bentyl,Dicyclomine HCl,Overall,50882.09,2816.0,39,11.0,18.068924006,US,Medicare Part D
Benzonatate,Benzonatate,Overall,1481412.99,4040709.0,133974,92427.0,0.3656966261,US,Medicare Part D
Benztropine Mesylate*,Benztropine Mesylate,Overall,27228216.23,112468136.34,1991946,256301.0,0.2522761334,US,Medicare Part D
Beovu,Brolucizumab-Dbll,Overall,602256.08,14.9,240,68.0,40425.233053,US,Medicare Part D
Bepotastine Besilate,Bepotastine Besilate,Overall,14858514.8,438877.9,59689,19677.0,33.855608445,US,Medicare Part D
Bepreve,Bepotastine Besilate,Overall,3010497.49,54712.5,7621,3305.0,55.023943157,US,Medicare Part D
Berinert,C1 Esterase Inhibitor,Overall,29344711.76,7783.0,312,55.0,3770.3599846,US,Medicare Part D
Besivance,Besifloxacin HCl,Overall,10644648.15,235314.5,46228,30725.0,45.235836083,US,Medicare Part D
Besponsa,Inotuzumab Ozogamicin,Overall,1730788.7,82.0,19,,21107.179268,US,Medicare Part D
Besremi,Ropeginterferon Alfa-2b-Njft,Overall,39923392.25,4974.0,2618,333.0,8026.4158122,US,Medicare Part D
Betadine,Povidone-Iodine,Overall,1220.77,2130.0,41,28.0,0.5731314554,US,Medicare Part D
Betaine Anhydrous,Betaine,Overall,532000.29,70020.0,195,23.0,7.5977636042,US,Medicare Part D
Betamethasone Diprop Augmented,Betamethasone Dipropionate,Overall,624784.19,285158.4,6834,3869.0,2.1910074892,US,Medicare Part D
Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Overall,17438725.9,19807303.29,376679,206429.0,0.8526884213,US,Medicare Part D
Betamethasone Dipropionate,Betamethasone Dipropionate,Overall,42156508.99,35823079.148,740600,407711.0,1.2285104062,US,Medicare Part D
Betamethasone Sod Phos-Acetate,"Betamethasone Acetate,Sod Phos",Overall,21191.23,2060.0,420,322.0,10.287004854,US,Medicare Part D
Betamethasone Valerate,Betamethasone Valerate,Overall,10025187.81,12266067.176,264385,145618.0,0.775712479,US,Medicare Part D
Betapace,Sotalol HCl,Overall,676552.56,24527.0,242,52.0,27.306050662,US,Medicare Part D
Betapace Af,Sotalol HCl,Overall,224274.78,15579.0,143,28.0,13.968996669,US,Medicare Part D
Betaseron,Interferon Beta-1b,Overall,103287435.69,151963.0,10466,1207.0,679.68805361,US,Medicare Part D
Betaxolol HCl*,Betaxolol HCl,Overall,2066789.02,701948.0,26423,7458.0,6.1627444163,US,Medicare Part D
Bethanechol Chloride,Bethanechol Chloride,Overall,11983605.15,20867517.954,192129,44613.0,0.5723604785,US,Medicare Part D
Bethkis,Tobramycin,Overall,74827.18,3768.0,18,,19.858593418,US,Medicare Part D
Betimol,Timolol,Overall,4906851.32,152500.33,18958,6978.0,32.124241608,US,Medicare Part D
Betoptic S,Betaxolol HCl,Overall,4403689.31,122180.0,8418,2286.0,35.987566963,US,Medicare Part D
Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,Overall,66814261.71,1606388.1,118412,28707.0,41.59285151,US,Medicare Part D
Bexarotene*,Bexarotene,Overall,50939314.76,571595.0,5794,893.0,92.971969148,US,Medicare Part D
Bexsero,"Meningococcal B Vaccine,4-Comp",Overall,1075629.86,2363.0,4466,3444.0,455.1967245,US,Medicare Part D
Beyaz,Drospir/Eth Estra/Levomefol Ca,Overall,31516.49,3696.0,48,14.0,8.5271888528,US,Medicare Part D
Bicalutamide,Bicalutamide,Overall,7496334.2,11077156.0,213595,73843.0,0.6775622619,US,Medicare Part D
Bicillin C-R,Pen G Benz/Pen G Procaine,Overall,35474.5,358.0,78,44.0,99.129294039,US,Medicare Part D
Bicillin L-A,Penicillin G Benzathine,Overall,3968412.63,31004.2,4646,2770.0,127.74318386,US,Medicare Part D
Bidil,Isosorbide Dinit/Hydralazine,Overall,1632501.13,381809.0,2985,1068.0,4.275701018,US,Medicare Part D
Bijuva,Estradiol/Progesterone,Overall,620761.55,73442.0,1480,421.0,8.4524052994,US,Medicare Part D
Biktarvy,Bictegrav/Emtricit/Tenofov Ala,Overall,3152256268.6,23678920.5,756486,83843.0,133.12517433,US,Medicare Part D
Bimatoprost*,Bimatoprost,Overall,7380656.82,301033.334,54104,16233.0,25.454752602,US,Medicare Part D
Bimzelx,Bimekizumab-Bkzx,Overall,299436.53,38.0,19,13.0,7879.9086842,US,Medicare Part D
Bimzelx Autoinjector,Bimekizumab-Bkzx,Overall,956206.45,126.0,60,48.0,7588.9400794,US,Medicare Part D
Binosto,Alendronate Sodium,Overall,539469.92,6905.0,1323,299.0,78.127432295,US,Medicare Part D
Bismuth-Metronidazole-Tetracyc,Bismuth/Metronid/Tetracycline,Overall,1846666.52,325814.0,2576,2491.0,5.6678545867,US,Medicare Part D
Bisoprolol Fumarate,Bisoprolol Fumarate,Overall,43808439.0,76646730.24,1007210,262683.0,0.5751913611,US,Medicare Part D
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,Overall,24774782.48,49129993.9,581853,145398.0,0.5047786115,US,Medicare Part D
Bivigam,Immun Glob G(IgG)/Gly/IgA Ov50,Overall,2630316.61,183000.0,282,36.0,14.373314809,US,Medicare Part D
Blincyto,Blinatumomab,Overall,1523068.34,312.0,61,,4881.6292949,US,Medicare Part D
Blisovi 24 Fe,Norethindrone-E.Estradiol-Iron,Overall,47209.39,53704.0,800,271.0,0.87906655,US,Medicare Part D
Blisovi Fe,Norethindrone-E.Estradiol-Iron,Overall,300310.61,624518.0,9841,2971.0,0.480497289,US,Medicare Part D
Boniva*,Ibandronate Sodium,Overall,20656.74,108.0,41,34.0,191.26611111,US,Medicare Part D
Bonjesta,Doxylamine Succinate/Vit B6,Overall,39236.16,3148.0,61,38.0,12.463837357,US,Medicare Part D
Boostrix Tdap,"Diphth,Pertuss(Acell),Tet Vac",Overall,83950060.29,632489.06,1258401,1250417.0,132.72982821,US,Medicare Part D
Bortezomib*,Bortezomib,Overall,3999339.79,8845.786,2867,559.0,444.18569694,US,Medicare Part D
Bosentan,Bosentan,Overall,34313416.37,422957.0,6792,715.0,84.009056256,US,Medicare Part D
Bosulif,Bosutinib,Overall,199137491.12,725477.0,12955,1732.0,369.41507623,US,Medicare Part D
Botox,Onabotulinumtoxina,Overall,112400196.44,115136.3,79464,32043.0,1078.7010477,US,Medicare Part D
Braftovi,Encorafenib,Overall,87193015.83,856712.0,6166,1328.0,101.77634471,US,Medicare Part D
Breo Ellipta,Fluticasone/Vilanterol,Overall,1373600714.1,198042424.4,2470935,556799.0,6.9358657879,US,Medicare Part D
Breyna,Budesonide/Formoterol Fumarate,Overall,8362123.0,430473.9,29160,22119.0,19.390120419,US,Medicare Part D
Breztri Aerosphere,Budesonide/Glycopyr/Formoterol,Overall,795861627.32,12860975.708,954856,257853.0,61.88190114,US,Medicare Part D
Briellyn,Norethindrone-Ethin. Estradiol,Overall,23988.64,26908.0,671,111.0,0.8915058719,US,Medicare Part D
Brilinta,Ticagrelor,Overall,691725954.38,90507614.0,980952,234770.0,7.6434641712,US,Medicare Part D
Brimonidine Tartrate*,Brimonidine Tartrate,Overall,88900176.57,23033286.776,2067507,573214.0,4.1407753544,US,Medicare Part D
Brimonidine Tartrate-Timolol,Brimonidine Tartrate/Timolol,Overall,100877638.17,3577050.499,386406,108848.0,28.111282784,US,Medicare Part D
Brinzolamide,Brinzolamide,Overall,52752443.68,2300618.5,164518,43939.0,22.939167131,US,Medicare Part D
Briumvi,Ublituximab-Xiiy,Overall,1791742.23,1032.0,70,40.0,1736.1843314,US,Medicare Part D
Briviact*,Brivaracetam,Overall,184375921.85,9434510.0,113292,12831.0,23.494045827,US,Medicare Part D
Brixadi,Buprenorphine,Overall,362555.29,112.58,269,139.0,4383.8933236,US,Medicare Part D
Bromfenac Sodium,Bromfenac Sodium,Overall,8064171.15,111782.5,49848,23960.0,72.104953038,US,Medicare Part D
Bromocriptine Mesylate,Bromocriptine Mesylate,Overall,8873084.34,2931297.67,36504,6713.0,3.041703752,US,Medicare Part D
Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Overall,8105.39,60407.0,332,293.0,0.1346463546,US,Medicare Part D
Bromsite,Bromfenac Sodium,Overall,3733044.57,66241.333,12412,6676.0,56.355215104,US,Medicare Part D
Bronchitol,Mannitol,Overall,123819.06,17920.0,32,,6.9095457589,US,Medicare Part D
Brovana,Arformoterol Tartrate,Overall,393829.21,57068.0,631,188.0,6.9010515525,US,Medicare Part D
Brukinsa,Zanubrutinib,Overall,801426530.79,6546529.0,59762,9470.0,122.42006883,US,Medicare Part D
Bryhali,Halobetasol Propionate,Overall,141567.79,26220.0,330,190.0,5.3992292143,US,Medicare Part D
Bss,Balanced Salt Irrig Soln No.2,Overall,6620.61,11009.0,198,59.0,0.6013815969,US,Medicare Part D
Budesonide Dr,Budesonide,Overall,33914751.22,16916334.0,174351,61841.0,1.998884723,US,Medicare Part D
Budesonide EC,Budesonide,Overall,37307677.35,12279868.0,114753,46342.0,3.0385637807,US,Medicare Part D
Budesonide ER,Budesonide,Overall,41079547.17,2584499.608,25775,8020.0,16.961121599,US,Medicare Part D
Budesonide*,Budesonide,Overall,29899549.15,11296476.0,143773,32957.0,2.6225996843,US,Medicare Part D
Budesonide-Formoterol Fumarate,Budesonide/Formoterol Fumarate,Overall,140028972.49,5469743.62,432530,224344.0,25.571675345,US,Medicare Part D
Bumetanide*,Bumetanide,Overall,98372371.13,169202261.79,2193078,522275.0,0.5789088429,US,Medicare Part D
Buphenyl,Sodium Phenylbutyrate,Overall,3406839.08,93444.0,120,17.0,37.285701107,US,Medicare Part D
Bupivacaine HCl,Bupivacaine HCl,Overall,1896.02,24260.0,146,92.0,0.089551417,US,Medicare Part D
Bupivacaine HCl,Bupivacaine HCl/PF,Overall,7767.17,54635.0,525,351.0,0.1466847153,US,Medicare Part D
Buprenorphine,Buprenorphine,Overall,119900450.22,1493627.414,374151,74893.0,80.074131425,US,Medicare Part D
Buprenorphine HCl*,Buprenorphine HCl,Overall,17460927.29,20062401.95,325111,43669.0,0.867005,US,Medicare Part D
Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Overall,231087289.3,68488687.211,1510118,148389.0,3.4208515095,US,Medicare Part D
Bupropion HCl,Bupropion HCl,Overall,20797677.28,56206427.21,671971,169659.0,0.3698745948,US,Medicare Part D
Bupropion HCl SR,Bupropion HCl,Overall,63822570.08,195258812.87,2222185,544930.0,0.3297923196,US,Medicare Part D
